#This file is Chinese collocation file
#Lines start with # are comments and will be ignored
#This file is used to extract the check-point of S:Collocation in C2E task
#The format is: [Chiese word 1]~[Pos 1]:Relation:[Pos 2]~[Chinese word 2] [English parts]

哀愁~a:attr:n~阴影	sadness~of~shadow
原有~v:obj:n~设备	exist~v:obj:n~equipment
原有~v:obj:n~住房	stock~tsub~housing
原则~v:mods:d~协议	principle~in~agreement
原子~v:mods:d~测定	atomic~~determine
原子~v:mods:d~尺度	atomic~a:attr:n~scale
原子~v:mods:d~弹头	atomic~a:attr:n~warhead
原子~v:mods:d~电荷	atom~within~charge
原子~v:mods:d~电子	atom~locn~electron
原子~v:mods:d~反应堆	atomic~a:attr:n~reactor;shape~locn~reactor
原子~v:mods:d~分子	diatomic~a:attr:n~molecule;polyatomic~a:attr:n~molecule;triatomic~a:attr:n~molecule
原子~v:mods:d~光谱	atomic~a:attr:n~spectrum
原子~v:mods:d~光谱法	atomic~a:attr:n~spectroscopy
原子~v:mods:d~规模	atomic~a:attr:n~scale
原子~v:mods:d~技术	atomic~~technique
原子~v:mods:d~假说	atomic~a:attr:n~hypothesis
原子~v:mods:d~客体	atomic~a:attr:n~object
原子~v:mods:d~理论	atom~of~theory
原子~v:mods:d~模型	atomic~a:attr:n~model
原子~v:mods:d~能量	atom~of~energy
原子~v:mods:d~气体	monatomic~a:attr:n~gas
原子~v:mods:d~体积	atomic~a:attr:n~volume
原子~v:mods:d~微粒	atomic~a:attr:n~particle
原子~v:mods:d~位移	atom~v:mods:d~displacement
原子~v:mods:d~物理	subatomic~a:attr:n~physics
原子~v:mods:d~物理学	atomic~a:attr:n~physics;subatomic~a:attr:n~physics
原子~v:mods:d~吸收光谱法	atomic~a:attr:n~absorption
原子~v:mods:d~系统	atomic~a:attr:n~system
原子~v:mods:d~现象	atomic~a:attr:n~phenomenon
原子~v:mods:d~荧光法	atomic~a:attr:n~fluorescence
原子~v:mods:d~蒸汽	atomic~a:attr:n~vapour
原子~v:mods:d~直径	atomic~a:attr:n~diameter
原子~v:mods:d~质量	atom~of~mass
原子~v:mods:d~状态	atomic~a:attr:n~state
原子弹~v:mods:d~纪念馆	atomic~a:attr:n~museum
原子核~v:mods:d~大小	nucleus~of~size
原子核~v:mods:d~结构	nucleus~of~structure
原子核~v:mods:d~速率	nucleus~of~speed
原子核~v:mods:d~性质	nuclear~a:attr:n~property
原子核~v:mods:d~影响	nuclear~a:attr:n~effect
原子核~v:mods:d~质量	nuclear~a:attr:n~mass
原子价~v:mods:d~概念	valence~of~idea
原子结构~v:mods:d~概念	atomic~~idea
原子结构~v:mods:d~文章	structure~~paper
原子论~v:mods:d~个人主义	atomistic~a:attr:n~individualism
原子能~v:mods:d~发动机	atomic~a:attr:n~engine
圆~a:attr:n~半径	circle~locn~radius
圆~a:attr:n~眼睛	round~a:attr:n~eye
圆滚滚~v:mods:d~胖	roll~~fat
圆号~v:mods:d~演奏家	horn~v:mods:d~player
圆满~a:attr:n~结局	a/the feel-good ending;a/the satisfactory ending;happy~a:attr:n~ending
圆满~v:mods:d~回答	full~a:attr:n~answer
圆球形~a:attr:n~单元体	spherical~a:attr:n~element
圆熟~a:attr:n~技巧	consummate~a:attr:n~skill
圆形~v:mods:d~蛋白石	round~a:attr:n~opal
圆形~v:mods:d~符号	circular~a:attr:n~symbol
圆形~v:mods:d~径迹	circular~a:attr:n~track
圆形~v:mods:d~栏杆	circular~a:attr:n~railing
圆形~v:mods:d~路线	circular~a:attr:n~path
圆形~v:mods:d~墙	round~a:attr:n~wall
圆圆~a:attr:n~山包	round~~hill
圆周~v:mods:d~半径	circle~locn~radius
圆柱形~a:attr:n~容器	cylindrical~a:attr:n~container
圆锥~v:mods:d~顶	cone~of~apex
圆锥~v:mods:d~接头处	cone~~joint
圆锥~v:mods:d~轴	cone~of~axis
援引~v:obj:n~判例	citation~v:obj:n~precedent
援引~v:obj:n~数字	cite~v:obj:n~number
援助~a:attr:n~比重	aid~~proportion
援助~a:attr:n~接受者	aid~of~recipient
援助~a:attr:n~绿灯	help~~light
援助~v:obj:n~比重	aid~tsub~proportion
援助~v:obj:n~接受者	aid~~recipient
援助~v:obj:n~力量	unaided~~power
援助~v:obj:n~无家可归	help~tind~homeless
援助~v:obj:n~协定	subsidiary~~treaty
源~v:mods:d~大小	source~of~size
源~v:mods:d~复制品	source~of~replica
源~v:mods:d~数目	source~~number
源~v:mods:d~体积	source~of~dimension
源于~a:attr:n~词语	origin~of~word
源于~a:attr:n~生命之网	origin~~life
源于~a:attr:n~字	derive~~word
源于~v:obj:n~环境	root~in~context
源自~a:attr:n~佣兵制	origin~~mercenary
远~a:attr:n~地方	far~v:mods:d~distance;off~v:mods:d~way;remote~a:attr:n~place
远~a:attr:n~田野	distance~locn~field
远~v:mods:d~低于	far~intnsifs~little
远~v:mods:d~去	away~v:mods:d~die
远~v:mods:d~跳	long~time~hop
远~v:mods:d~相距	far~intnsifs~apart
远~v:mods:d~小于	far~intnsifs~little
远~v:mods:d~走	far~v:mods:d~go;long~~go
远大~a:attr:n~目的	large~a:attr:n~purpose
远大~a:attr:n~前程	big~a:attr:n~future
远大~a:attr:n~前途	big~a:attr:n~future
远房~a:attr:n~表亲	distant~a:attr:n~cousin
远距离~a:attr:n~读数	remote~a:attr:n~readout
远离~v:obj:n~道路	distance~source~road
远离~v:obj:n~木头	insulate~~wood
远离~v:obj:n~朋友	seclusion~apart~friend
远离~v:obj:n~生活	insulate~~life
远远~v:mods:d~超过	far beyond;far exceed;far~v:mods:d~outclass;far~v:mods:d~outweigh
远远~v:mods:d~跟了上去	distance~locn~follow
远远~v:mods:d~看见	distance~locn~see;see from far away
远远~v:mods:d~联系不上	remote~~connection
远远~v:mods:d~胜过	far~v:mods:d~outweigh
远在~v:obj:n~东南方	away~~southeast
远在~v:obj:n~居民区	long~~community
远征~a:attr:n~规模	expedition~of~size
远征~a:attr:n~命运	expedition~of~fate
远征~a:attr:n~胜利	expedition~of~success
远征~v:obj:n~开始	expedition~~begin
远征~v:obj:n~胜利	expedition~~success
远征~v:obj:n~史诗	expedition~~epic
远征队~v:mods:d~装备	expedition~v:obj:n~outfit
怨恨~a:attr:n~心情	resentment~v:obj:n~feeling
怨恨~v:obj:n~话	resent~~say
怨恨~v:obj:n~美	resent~v:obj:n~beauty
怨恨~v:obj:n~心情	resentment~~feeling
怨天尤人~a:attr:n~理由	complaint~for~cause
院子~v:mods:d~角落	stand~~corner
愿~a:attr:n~机会	willing~~opportunity
愿~v:obj:n~帮忙	willing~props~assist
愿~v:obj:n~表示	wish~v:obj:n~express
愿~v:obj:n~承认	will~~admit
愿~v:obj:n~翻修	will~~overhaul
愿~v:obj:n~合作	willing~props~work
愿~v:obj:n~劝	like~v:obj:n~advise
愿~v:obj:n~认识	like~v:obj:n~know
愿~v:obj:n~做	will~~do
愿意~a:attr:n~方式	will~~form
愿意~a:attr:n~国际化	readiness~~internationalization
愿意~a:attr:n~孩子	like~~child
愿意~a:attr:n~名声	wish~~name
愿意~a:attr:n~权利	wish~~right
愿意~a:attr:n~太阳	like~~sun
愿意~a:attr:n~眼睛	glad~~eye
愿意~a:attr:n~照片	care~a:attr:n~photograph
愿意~a:attr:n~指环	choose~a:attr:n~ring
愿意~v:obj:n~帮助	be willing to assist…;be willing to help…;like~~help;willing~props~aid;will~~help
愿意~v:obj:n~保留	wish~v:obj:n~retain
愿意~v:obj:n~背诵	like~v:obj:n~recite
愿意~v:obj:n~承认	willingly~~admit
愿意~v:obj:n~出来	like~~out
愿意~v:obj:n~穿上	like~v:obj:n~put
愿意~v:obj:n~打破	incline~v:obj:n~break
愿意~v:obj:n~订	willing~~make
愿意~v:obj:n~堕落	wish~v:obj:n~degrade
愿意~v:obj:n~付出	willing~props~pay
愿意~v:obj:n~告诉	willing~props~tell
愿意~v:obj:n~给	willing~props~grant;will~~allow;will~~give
愿意~v:obj:n~给予	willing~props~give;will~~give
愿意~v:obj:n~工作	willing~props~work
愿意~v:obj:n~雇用	willing~props~take
愿意~v:obj:n~归	will~~ascribe
愿意~v:obj:n~合作	will~~cooperate;wish~~cooperation
愿意~v:obj:n~护送	will~~escort
愿意~v:obj:n~花钱	will~~spend
愿意~v:obj:n~还清	like~v:obj:n~clear
愿意~v:obj:n~回答	will~~answer
愿意~v:obj:n~会见	willing~props~see
愿意~v:obj:n~继续	willing~props~continue
愿意~v:obj:n~加入	will~~enter
愿意~v:obj:n~嫁	will~~marry
愿意~v:obj:n~嫁给	mean~v:obj:n~marry
愿意~v:obj:n~讲话	like~v:obj:n~speak
愿意~v:obj:n~交给	like~v:obj:n~leave
愿意~v:obj:n~接见	will~~receive
愿意~v:obj:n~接受	readiness~props~accept
愿意~v:obj:n~结婚	like~v:obj:n~marry
愿意~v:obj:n~借给	will~~lend
愿意~v:obj:n~竞选	choose~~candidate
愿意~v:obj:n~开始	like~of~start
愿意~v:obj:n~看到	wish~v:obj:n~see
愿意~v:obj:n~看见	like~v:obj:n~see
愿意~v:obj:n~宽宏大量	will~~lenient
愿意~v:obj:n~来往	wish~~up
愿意~v:obj:n~聊	willing~props~gossip
愿意~v:obj:n~留	will~~stay
愿意~v:obj:n~麻烦	like~v:obj:n~trouble
愿意~v:obj:n~买	will~~buy
愿意~v:obj:n~卖	like~~sell
愿意~v:obj:n~模仿	like~v:obj:n~imitate
愿意~v:obj:n~骗	like~v:obj:n~deceive
愿意~v:obj:n~娶	will~~marry
愿意~v:obj:n~让	any~~give;will~~let
愿意~v:obj:n~伤	like~v:obj:n~hurt
愿意~v:obj:n~生活	wish~v:obj:n~live
愿意~v:obj:n~失去	like~v:obj:n~lose
愿意~v:obj:n~使用	will~~use
愿意~v:obj:n~收	will~~accept
愿意~v:obj:n~受到	like~v:obj:n~get
愿意~v:obj:n~说	will~~say
愿意~v:obj:n~随大流	willing~props~flow
愿意~v:obj:n~谈话	wish~v:obj:n~speak
愿意~v:obj:n~讨论	will~~discuss
愿意~v:obj:n~挑起	any~~provoke
愿意~v:obj:n~听	ready~~listen;will~~hear;will~~listen
愿意~v:obj:n~听到	will~~hear
愿意~v:obj:n~停止	willing~~pause
愿意~v:obj:n~通信	any~~communication
愿意~v:obj:n~脱手	choose~v:obj:n~part
愿意~v:obj:n~妥协	willing~to~compromise
愿意~v:obj:n~维护	wish~v:obj:n~defend
愿意~v:obj:n~相信	incline~v:obj:n~believe;ready~props~believe
愿意~v:obj:n~想到	like~v:obj:n~think
愿意~v:obj:n~想象	like~v:obj:n~think
愿意~v:obj:n~效忠	will~~loyal
愿意~v:obj:n~写下	will~~write
愿意~v:obj:n~心碎	like~~heart
愿意~v:obj:n~议论	like~v:obj:n~discuss
愿意~v:obj:n~引进	willing~props~initiate
愿意~v:obj:n~用	will~~give
愿意~v:obj:n~早起	incline~~early
愿意~v:obj:n~增加	incline~v:obj:n~eke
愿意~v:obj:n~照管	willing~props~take
愿意~v:obj:n~支持	will~~support
愿意~v:obj:n~遵守	will~~keep
愿意~v:obj:n~作	will~~do
愿意~v:obj:n~作战	will~~fight
愿意~v:obj:n~做	be willing to do;to do with pleasure;would like to do;like~v:obj:n~do;will~~do;will~~make
约~v:mods:d~迟到	date~time~late
约~v:mods:d~有	approximately~~have
约定~a:attr:n~程序	agree~a:attr:n~procedure
约定~a:attr:n~信号	agree~a:attr:n~signal;position~~signal
约定~v:obj:n~程序	agree~v:obj:n~procedure
约定~v:obj:n~说	promise~v:obj:n~say
约定~v:obj:n~信号	agree~v:obj:n~signal;position~~signal
约定~v:obj:n~要	no~~want
约定俗成~a:attr:n~文法	unwritten~a:attr:n~code
约会~v:mods:d~地点	blast~~place
约略~v:mods:d~相当	roughly~v:mods:d~equivalent
约束~a:attr:n~比值	restraint~of~ratio
约束~v:obj:n~比值	restraint~~ratio
约束~v:obj:n~游击队	control~~guerrilla
月~v:mods:d~一镑	month~a~pound
月度~v:mods:d~报告	monthly~a:attr:n~report
月光~v:mods:d~般	moonlight~v:mods:d~magic
月亮~v:mods:d~轨道	moon~possr~orbit
月球~v:mods:d~半径	moon~~radius
月球~v:mods:d~表面	moon~of~surface;moon~possr~surface
月球~v:mods:d~轨道	moon~v:obj:n~orbit
月球~v:mods:d~景色	moon~of~landscape
月球~v:mods:d~旅行	moon~v:mods:d~trip
月球~v:mods:d~问题	moon~about~question
月球~v:mods:d~引力	moon~possr~gravity
悦耳~a:attr:n~声音	melodious~a:attr:n~voice
阅读~a:attr:n~教科书	read~~book
阅读~a:attr:n~作品	peruse~~composition
阅读~v:obj:n~报纸	read~v:obj:n~newspaper;read~v:obj:n~paper
阅读~v:obj:n~病历	read~~patient
阅读~v:obj:n~广告	read~v:obj:n~ad
阅读~v:obj:n~几章	read~v:obj:n~chapter
阅读~v:obj:n~生活	read~~life
阅读~v:obj:n~书	read~v:obj:n~book
阅读~v:obj:n~作品	read~pcs~make
跃出~v:obj:n~舷窗	spring~source~window
跃过~v:obj:n~沟	jump~v:obj:n~ditch
跃过~v:obj:n~坑	jump~across~puddle
跃迁~v:obj:n~几率	transition~~probability
跃迁~v:obj:n~强度	transition~~strength
跃上~v:obj:n~马	jump~v:obj:n~horse
跃上~v:obj:n~马背	jump~v:obj:n~horse
跃上~v:obj:n~台阶	bound~up~step
跃跳上~v:obj:n~马背	leap~~horse
跃至~v:obj:n~内	leap~~inner
越~a:attr:n~次数	crossing~of~number
越~v:obj:n~次数	crossing~~number
越出~a:attr:n~翻译	depart~~translator
越出~v:obj:n~常规	exceed~v:obj:n~rule
越出~v:obj:n~界限	transcend~v:obj:n~limit
越过~a:attr:n~高墙	impassable~a:attr:n~wall
越过~v:obj:n~边境	cross~v:obj:n~border
越过~v:obj:n~大洋	cross~v:obj:n~ocean
越过~v:obj:n~高墙	impassable~~wall
越过~v:obj:n~历史	transcend~~history
越过~v:obj:n~上级	bypass~~level
越过~v:obj:n~源	overshoot~v:obj:n~source
越加~v:mods:d~尊敬	much~v:mods:d~reverence
越来越~v:mods:d~变	increasingly~~become
越来越~v:mods:d~大	come~~increase
越来越~v:mods:d~多	fetch~~many
越来越~v:mods:d~感到	increasingly~~find
越来越~v:mods:d~给	increasingly~v:mods:d~give
越来越~v:mods:d~贵	come~~dear
越来越~v:mods:d~激发	increasingly~v:mods:d~stimulate
越来越~v:mods:d~接近	progressively~v:mods:d~approach
越来越~v:mods:d~宽	increasingly~v:mods:d~wide
越来越~v:mods:d~强烈	always~time~strong
越来越~v:mods:d~少	increasingly~v:mods:d~rare
越来越~v:mods:d~想	increasingly~v:mods:d~want
越来越~v:mods:d~小	come~~small
越来越~v:mods:d~兴旺	seem~~thrive
越来越~v:mods:d~有	increasingly~v:mods:d~influential
越来越~v:mods:d~重要	increasingly~v:mods:d~important
允许~a:attr:n~二楼	permit~~second
允许~a:attr:n~解法	allowable~a:attr:n~solution
允许~a:attr:n~俱乐部	allow~~club
允许~a:attr:n~时候	allow~~teatime
允许~a:attr:n~手	suffer~~hand
允许~a:attr:n~温度	permissible~a:attr:n~temperature
允许~a:attr:n~意思	allow~v:obj:n~think
允许~v:obj:n~帮助	permit~v:obj:n~help
允许~v:obj:n~辩论	allow~v:obj:n~argue
允许~v:obj:n~病人	allow~tind~patient
允许~v:obj:n~产生	permit~v:obj:n~produce
允许~v:obj:n~出版	allow~props~publish
允许~v:obj:n~穿上	suffer~v:obj:n~put
允许~v:obj:n~耽搁	permit~v:obj:n~delay
允许~v:obj:n~读入	allow~~read
允许~v:obj:n~度过	allow~v:obj:n~spend
允许~v:obj:n~渡过	allow~v:obj:n~cross
允许~v:obj:n~发生	allow~v:obj:n~occur
允许~v:obj:n~耕种	allow~~farm;permit~v:obj:n~cultivation
允许~v:obj:n~工人	allow~tind~worker
允许~v:obj:n~加入	allow~props~join
允许~v:obj:n~解法	allowable~~solution
允许~v:obj:n~介绍	allow~v:obj:n~introduce
允许~v:obj:n~进入	permission~props~enter
允许~v:obj:n~决定	permit~~decision
允许~v:obj:n~砍掉	allow~props~fell
允许~v:obj:n~来	permit~v:obj:n~come
允许~v:obj:n~来访者	allow~v:obj:n~visitor
允许~v:obj:n~滥用	allow~v:obj:n~abuse
允许~v:obj:n~离	permission~props~leave
允许~v:obj:n~离开	admit~~leave;permit~v:obj:n~depart
允许~v:obj:n~留	permit~v:obj:n~stay
允许~v:obj:n~蔑视	allow~v:obj:n~slight
允许~v:obj:n~前景	permit~~prospect
允许~v:obj:n~去	allow~v:obj:n~go
允许~v:obj:n~人们	admit~v:obj:n~man
允许~v:obj:n~失败	allow~v:obj:n~failure
允许~v:obj:n~收养	permit~v:obj:n~adopt
允许~v:obj:n~说	allow~v:obj:n~speak
允许~v:obj:n~说明	permit~v:obj:n~show
允许~v:obj:n~踢	fair~tsub~kick
允许~v:obj:n~提出	allow~v:obj:n~pose
允许~v:obj:n~停车	permission~to~park
允许~v:obj:n~停留	allow~v:obj:n~dwell
允许~v:obj:n~通过	allow~~air;give permission to pass/go through;allow to go through;allow to pass
允许~v:obj:n~拖欠	allow~~arrears
允许~v:obj:n~外出	allow~v:mods:d~out
允许~v:obj:n~忘却	allow~props~forget
允许~v:obj:n~温度	permissible~~temperature
允许~v:obj:n~吻	suffer~v:obj:n~kiss
允许~v:obj:n~吸烟	permit~props~smoke
允许~v:obj:n~行为	allow~v:obj:n~conduct
允许~v:obj:n~意思	allow~~think
允许~v:obj:n~迎视	permit~v:obj:n~meet
允许~v:obj:n~游荡	allow~v:obj:n~roam
允许~v:obj:n~愚弄	allow~~fool
允许~v:obj:n~约会	permit~time~date
允许~v:obj:n~折射	permit~~refraction
允许~v:obj:n~政策	permit~~policy
允许~v:obj:n~政治	allow~~politics
允许~v:obj:n~住	allow~v:obj:n~live
允许~v:obj:n~转动	permit~props~rotate
允许~v:obj:n~走	allow~modals~go;permit~v:obj:n~step
孕酮~v:mods:d~含量	progesterone~tsub~constant
孕育~v:obj:n~恐怖	nurse~v:obj:n~terror
运~a:attr:n~工厂	haul~~factory
运~v:obj:n~仓库	shipment~~warehouse
运~v:obj:n~海峡	move~~channel
运~v:obj:n~酒	carry~~wine
运~v:obj:n~粮食	shipment~v:obj:n~food
运~v:obj:n~作物	haul~v:obj:n~crop
运到~v:obj:n~矿山	come~~mine
运到~v:obj:n~战局	reach~~outcome
运动~a:attr:n~半径	move~~radius
运动~a:attr:n~潮流	move~~current
运动~a:attr:n~辅助队	movement~~auxiliary
运动~a:attr:n~关系	movement~to~relation
运动~a:attr:n~规律	motion~of~law
运动~a:attr:n~轨道	motion~~trajectory
运动~a:attr:n~结果	movement~v:obj:n~result
运动~a:attr:n~恐吓	campaign~~intimidation
运动~a:attr:n~物体	dynamic~a:attr:n~body
运动~a:attr:n~性质	movement~of~nature
运动~a:attr:n~影响	movement~tsub~influence
运动~v:mods:d~表示	motion~v:obj:n~express
运动~v:mods:d~场地	sport~v:mods:d~field
运动~v:mods:d~衬衫	sport~v:mods:d~shirt
运动~v:mods:d~定律	motion~of~law
运动~v:mods:d~动力	move~a:attr:n~power
运动~v:mods:d~动态	movement~of~dynamic
运动~v:mods:d~方程	motion~v:obj:n~equation
运动~v:mods:d~方式	move~~manner
运动~v:mods:d~方向	movement~v:obj:n~direction
运动~v:mods:d~俱乐部	sport~v:mods:d~club
运动~v:mods:d~理论	motion~of~theory
运动~v:mods:d~领域	motion~of~realm
运动~v:mods:d~流体	move~~fluid
运动~v:mods:d~特点	movement~v:obj:n~mark
运动~v:mods:d~问题	motion~~problem
运动~v:mods:d~周期	exercise~v:mods:d~period
运动~v:mods:d~状态	motion~of~state
运动~v:obj:n~物体	dynamic~~body
运动界~v:mods:d~面	movement~~interface
运动鞋~v:mods:d~无垢	shoe~tsub~immaculate
运动员~v:mods:d~联合会	athletic~a:attr:n~association
运动员~v:mods:d~体格	athlete~possr~body
运动员式~a:attr:n~人物	athletic~a:attr:n~figure
运来~a:attr:n~邮件	come~a:attr:n~mail
运来~v:obj:n~木材	carry~~timber
运来~v:obj:n~邮件	come~tsub~mail
运入~v:obj:n~工厂	flow~into~plant
运输~a:attr:n~办法	transportation~of~method
运输~a:attr:n~发展	transport~v:obj:n~development
运输~v:obj:n~办法	transportation~~method
运输~v:obj:n~弹药	carry~v:obj:n~ammunition
运输~v:obj:n~货物	carry~v:obj:n~goods;transport~v:obj:n~goods
运输~v:obj:n~条件	transportation~~condition
运输~v:obj:n~元素	transport~~element
运输到~v:obj:n~地区	transport~to~area
运送~v:obj:n~供应品	ship~~supply
运送~v:obj:n~黄金	ship~v:obj:n~gold
运送~v:obj:n~货物	carry goods;convey goods;transport goods;deliver~v:obj:n~cargo;send~v:obj:n~shipment
运送~v:obj:n~军队	carry~v:obj:n~troop
运送~v:obj:n~空气	ship~v:obj:n~air
运送~v:obj:n~旅	send~v:obj:n~brigade
运送~v:obj:n~伤员	transport~v:obj:n~wounded
运送~v:obj:n~士兵	transport~v:obj:n~soldier
运送~v:obj:n~武器	shipment~v:mods:d~arm
运送到~v:obj:n~地点	convey~to~point
运送到~v:obj:n~根	transport~~root
运送到~v:obj:n~全身	ferry~~body
运送到~v:obj:n~图书	send~v:obj:n~book
运往~a:attr:n~寓所	transport~~abode
运往~v:obj:n~地点	haul~~site
运往~v:obj:n~货物	shipment~v:obj:n~goods
运往~v:obj:n~时间	ship~~time
运往~v:obj:n~一处	carry~~one
运行~v:obj:n~标准	implementation~~criterion
运用~a:attr:n~能力	exercise~~power
运用~a:attr:n~判断力	exercise~~judgment
运用~a:attr:n~原则	necessary~~principle
运用~a:attr:n~知识	apply~~knowledge
运用~v:obj:n~代数	employ~v:obj:n~algebra
运用~v:obj:n~光度计	use~~photometric
运用~v:obj:n~解析几何	use~of~analysis
运用~v:obj:n~理论	apply theories;make use of theories;put into practice the theories;put theories into practice;take advantage of theories;use theories;utilize theories;use~of~theory
运用~v:obj:n~力量	exert~v:obj:n~strength
运用~v:obj:n~力气	exert~v:obj:n~strength
运用~v:obj:n~能力	general~~ability;use~~ability
运用~v:obj:n~气体	use~~gas
运用~v:obj:n~权力	exercise~v:obj:n~authority
运用~v:obj:n~权威	exert~v:obj:n~authority
